hand_value_id,game_id,player_hand_value,banker_hand_value
HVID-610RPS,GID-4KOH5J,5,7
HVID-591703,GID-8QI6VW,5,2
HVID-I1S1S7,GID-EW8GIO,9,5
HVID-T1LXSV,GID-FYD93N,8,7
HVID-VVH6C0,GID-AYYF3V,8,7
HVID-LPXM51,GID-6OSC7Y,1,8
HVID-OBPU3O,GID-Q0ODOD,6,6
HVID-G9Q7GI,GID-2D25IQ,9,8
HVID-148AZ6,GID-9ZCGXW,9,8
HVID-YBPLEV,GID-WSSEH4,9,7
HVID-SYQ4AT,GID-JRDG9Q,7,8
HVID-484869,GID-PDL7JA,8,7
HVID-UR02B8,GID-MVVW3Z,9,8
HVID-AID8ES,GID-1H2YQG,2,0
HVID-CM82TS,GID-UZGBYH,6,7
HVID-SE36FR,GID-VX8I2C,4,7
HVID-I68G9D,GID-YBOY3Y,0,2
HVID-5SXPQI,GID-TS6YJ7,8,9
HVID-U447UZ,GID-CWDD5S,5,9
HVID-FUQCQF,GID-MXAAZJ,7,7
HVID-3VXA2D,GID-I3NVLH,2,7
HVID-SWJBFG,GID-NYDTWV,7,8
HVID-IKBOQU,GID-23Q2WZ,1,8
HVID-Q2ZIUH,GID-9PL7CN,5,8
HVID-DLL65F,GID-1H5GBE,7,7
HVID-SE423N,GID-J43XRL,0,9
HVID-L3RKYO,GID-919ZDF,1,2
HVID-P0WY2L,GID-S3W7R7,6,6
HVID-PGXYWA,GID-2CFI0K,8,0
HVID-7ILZQU,GID-2ARN8G,8,6
HVID-2NVJI3,GID-715DLB,9,7
HVID-FSOQ2F,GID-MO1OQW,9,7
HVID-OXT8IG,GID-UNOMF5,8,3
HVID-D37NH9,GID-BFZB4D,7,5
HVID-BDEHTW,GID-KXGHBQ,4,9
HVID-7YLC08,GID-QSY7RE,6,1
HVID-0MH5WV,GID-UL8TZ3,2,5
HVID-21WCT4,GID-SDUXWF,4,9
HVID-4B3V6E,GID-N2O03N,8,5
HVID-9UMFMB,GID-NUE371,6,7
HVID-WT12H1,GID-A0IECL,5,9
HVID-U6WP9Q,GID-BIZH3C,6,7
HVID-XNK6KR,GID-IKKQ8Y,5,7
HVID-SAWPCR,GID-JV7IU4,8,6
HVID-JY1M9C,GID-65QIG5,3,9
HVID-5NS9L2,GID-890NK6,4,6
HVID-7Y9XPX,GID-TUGILO,0,1
HVID-B1YN0Z,GID-7KVJMF,4,0
HVID-BHLBN0,GID-S1MEJ8,9,0
HVID-KXYFN2,GID-7R9N9E,6,9
HVID-J408SL,GID-HMOB35,8,7
HVID-691MH6,GID-GEGNYB,6,5
HVID-DIUCV5,GID-L1QDO9,0,9
HVID-F1R422,GID-91CM1B,3,9
HVID-5GOI2S,GID-3638RL,3,7
HVID-VOJ46R,GID-EXGTMV,8,4
HVID-RYJS46,GID-L3FGCA,7,7
HVID-TQCD4M,GID-UZ9B5S,8,7
HVID-0WZY75,GID-VUPJW4,5,8
HVID-1YN71U,GID-ND0W1V,8,7
HVID-AY7ZGR,GID-3I0CAT,7,4
HVID-0P9S0D,GID-1P0VLP,0,8
HVID-4I2Y8B,GID-2Q5PWG,9,8
HVID-XG7SAA,GID-NFD3VW,9,1
HVID-0JN0U7,GID-K5ZLZ9,9,9
HVID-3J8A4D,GID-LKX1NV,1,8
HVID-7C4X7L,GID-742VLA,6,8
HVID-Z7ST30,GID-9TWQOD,4,9
HVID-HOEYFU,GID-POVO2D,7,7
HVID-5W56FS,GID-WQFMT0,8,7
HVID-LLFBI8,GID-N93SLG,6,0
HVID-YJB82U,GID-KR8304,3,8
HVID-QPP076,GID-RP623C,4,6
HVID-LI14TA,GID-DQIVAD,4,7
HVID-UQ1CVW,GID-FUT9ML,9,7
HVID-RTA2HV,GID-Q0REII,8,4
HVID-AZQF81,GID-TRHEZZ,1,6
HVID-XA3A5M,GID-VM7WIA,6,7
HVID-B3871E,GID-JOL4J4,8,8
HVID-5GI8SN,GID-OF1T1R,4,0
HVID-UJ1K22,GID-77N9H2,4,9
HVID-7TDLKG,GID-ILVV8A,9,7
HVID-D8BO6F,GID-LYD4L8,2,8
HVID-DP3GGY,GID-FSATH9,9,8
HVID-W8E4VM,GID-8VEZIT,4,7
HVID-F23DTT,GID-HL8AS7,3,8
HVID-RSHUIE,GID-MMKJO9,6,8
HVID-5U7Y73,GID-NS4WG7,7,2
HVID-7F9TI2,GID-B5ALXM,1,7
HVID-M12P1M,GID-UQ5XIM,1,8
HVID-TEFQZL,GID-SZ8EWC,7,0
HVID-HK0IVQ,GID-785I61,4,5
HVID-K2HNYT,GID-4NYYC4,8,9
HVID-M0MBCT,GID-HQIZD1,9,8
HVID-MKG245,GID-MV78L7,9,7
HVID-PZZ4FR,GID-E4JPGE,3,5
HVID-8K8CH4,GID-RZALI4,4,9
HVID-VL4CE9,GID-4ZCVSC,8,7
HVID-EPQKEJ,GID-XJEJQA,6,9
HVID-XXBJZE,GID-J9GKD7,7,8
HVID-2IIQUS,GID-PXRZ5A,0,1
HVID-0VSOC5,GID-BJEXXI,8,8
HVID-E2KD6X,GID-W5523W,8,1
HVID-FGDGJF,GID-QDW0GQ,0,8
HVID-KSWIYG,GID-NB7DMY,8,8
HVID-KZV3IH,GID-7MJNVH,9,9
HVID-MON5JP,GID-OIW55M,6,5
HVID-9NQBHV,GID-PX04WI,9,7
HVID-HB72EX,GID-CG7EAZ,8,9
HVID-ROPCAJ,GID-YO79W1,6,6
HVID-OPLG6J,GID-PCFIYA,7,2
HVID-YPWD9A,GID-UNUSC0,8,8
HVID-J2WSON,GID-YKPUEW,8,9
HVID-SG19Q8,GID-K5IAXU,4,1
HVID-JC73HN,GID-PA2GPA,2,1
HVID-EWAG8N,GID-6FS8N7,6,0
HVID-OUEBE8,GID-411N6Q,7,8
HVID-QKNT9G,GID-4FJFMN,2,9
HVID-ZBTQJL,GID-UNFA93,9,8
HVID-DV674K,GID-WYZJVR,2,8
HVID-JUJFSH,GID-DZWMUP,1,9
HVID-VFOKT6,GID-DIQBQK,4,6
HVID-4WB0BC,GID-IP3XRK,7,6
HVID-FYDLQL,GID-6K6SI0,8,8
HVID-C4ASTW,GID-3QMYWN,8,8
HVID-9HNEA3,GID-UP0INJ,1,2
HVID-12MYKY,GID-CMCV9R,8,3
HVID-L15L3W,GID-3R2LX9,0,2
HVID-1VIG6I,GID-YLHXZQ,9,4
HVID-9YPO5B,GID-MDPYTF,2,9
HVID-IK6R6Q,GID-VJAB53,8,6
HVID-6PYWDU,GID-THW1RL,4,6
HVID-79V975,GID-QI1EWH,1,5
HVID-ANIV76,GID-KWW8H0,4,5
HVID-B0B8WV,GID-HSR070,9,6
HVID-GBLPI4,GID-9ZG5D8,0,0
HVID-5S5L08,GID-D0VC2H,5,6
HVID-3EZP5V,GID-NW01VR,1,4
HVID-U3G6HY,GID-SALQNS,6,4
HVID-VNFWAT,GID-GWYR5P,3,7
HVID-ONJYVC,GID-1Q0BF2,8,9
HVID-QN8R0T,GID-FH8HIN,9,9
HVID-PZO0ON,GID-6Z65O0,5,9
HVID-JF7FJI,GID-8W2IZT,0,8
HVID-2I8CYN,GID-49PDM8,3,5
HVID-MRMSY8,GID-E1HBJI,4,9
HVID-7LRH2Q,GID-2C20I7,0,9
HVID-J9AIR1,GID-X87CVG,9,8
HVID-28QSVF,GID-ABPRDN,8,8
HVID-7KB3GE,GID-L1GHNI,8,0
HVID-W1E3V7,GID-ZX8GO1,4,8
HVID-X2T9X4,GID-2FZMOJ,3,3
HVID-9XAKLL,GID-AVKR0D,9,7
HVID-4W10AX,GID-OJF0VB,8,8
HVID-80QFRT,GID-9HVZF4,6,7
HVID-7QW1WE,GID-2SF1QE,7,6
HVID-JEFCIK,GID-U96T4T,8,8
HVID-TNXWGP,GID-Q02OEH,5,9
HVID-33ZFDJ,GID-8JPULY,9,0
HVID-4YSYDO,GID-5GZN4E,9,9
HVID-50ISC9,GID-ZPEWWU,6,8
HVID-DOZEMO,GID-DV5580,4,1
HVID-NJBLBU,GID-3CBF2L,4,7
HVID-BKIXPF,GID-HHOAOH,8,9
HVID-3AONLQ,GID-74C3IA,9,8
HVID-LA0DTL,GID-OVUXSE,3,9
HVID-8IM4TQ,GID-KSB8RW,0,7
HVID-82Z1GK,GID-ER2RHL,6,8
HVID-3NZ72O,GID-1QWAMR,7,7
HVID-T270G4,GID-1MBSQX,9,9
HVID-6LEYH9,GID-GRMTS5,1,2
HVID-4RILGN,GID-IRCMT9,9,0
HVID-V5SJBX,GID-5M6BAM,2,2
HVID-XAKW8U,GID-EHB03J,6,7
HVID-N0ZXF9,GID-I0OEWH,1,7
HVID-ST3HLF,GID-NELFV5,7,7
HVID-N0HV8L,GID-4R2GX8,7,9
HVID-4TTFW0,GID-73UT4N,8,6
HVID-G0FZ12,GID-SSX4W9,7,3
HVID-CZHJSJ,GID-NM0ZGH,1,8
HVID-VJH62C,GID-8EBJ5A,4,7
HVID-BKU1OM,GID-PT9J2U,1,6
HVID-K98468,GID-R4WI33,8,9
HVID-FF38FT,GID-0HIN33,7,9
HVID-M6OFS0,GID-Y31U5I,7,8
HVID-R8G4ST,GID-JP18KE,3,6
HVID-Q24VCH,GID-PLGDBW,4,7
HVID-IZ7HY5,GID-WOU7NX,3,5
HVID-6041RN,GID-IHVRP9,5,8
HVID-94WAJ5,GID-HF5L9O,8,9
HVID-WVUBHW,GID-3QJR0W,9,9
HVID-DCKEWE,GID-6IWW2P,1,9
HVID-TUQYCT,GID-0LEEHO,4,8
HVID-J8D165,GID-LH3PS4,3,1
HVID-XPU4UZ,GID-ODMF1F,4,2
HVID-A21LWW,GID-IRKRVM,5,3
HVID-EZWJC8,GID-8AU5VJ,6,7
HVID-A4X5XW,GID-L29GKD,0,9
HVID-TMTO3L,GID-VK3P81,4,9
HVID-PI5CCB,GID-8X6713,8,4
HVID-LHW56R,GID-TMY94H,7,8
HVID-ZDELSM,GID-J3UOGX,6,9
HVID-W0DX7H,GID-Z1554G,6,7
HVID-SCEK44,GID-8JB8M9,1,8
HVID-TI1KDU,GID-3B5G11,8,9
HVID-SLG12Y,GID-8S5L19,9,0
HVID-7JYSKI,GID-6MPH6P,8,0
HVID-382JA4,GID-LBMYO9,6,9
HVID-3AFXC2,GID-72CIG3,0,7
HVID-W357P6,GID-JXYFSI,5,5
HVID-AL6AXR,GID-1TFOQP,7,9
HVID-CDUDS9,GID-W2HXG9,4,9
HVID-1EHLMC,GID-JFAI3P,9,7
HVID-ETZ9BW,GID-XZSCAK,5,0
HVID-1NDRAX,GID-ZAXXIV,7,8
HVID-4N82L3,GID-6P1SEX,2,9
HVID-Z3X8UJ,GID-3INIIK,9,8
HVID-MGKIVD,GID-H3BGQ6,5,7
HVID-EUIT0Y,GID-T0ZIO7,8,9
HVID-J0WJMH,GID-OL4G7V,4,3
HVID-5D0QFF,GID-1Y90D5,1,1
HVID-LPZ8Y4,GID-HXPO30,6,9
HVID-DX5VT2,GID-JLFRXH,1,8
HVID-3ISWWC,GID-7DEO4B,1,5
HVID-GK46Z3,GID-U28QGR,9,8
HVID-0VZ2Z3,GID-XMQO4C,0,8
HVID-IIN4OX,GID-7W779L,2,1
HVID-6MP1K8,GID-E6GUS6,9,8
HVID-8U4KXA,GID-ONZIYH,6,8
HVID-K0UKKJ,GID-3ALCKF,6,6
HVID-YNNSEC,GID-VNTFSM,7,7
HVID-S50TQ9,GID-LVSFW4,7,1
HVID-87AHL5,GID-NEWLIN,7,8
HVID-9JLWJY,GID-14PRAR,1,8
HVID-TDEQTL,GID-OJFFIL,2,1
HVID-X4UQD2,GID-NBN0DB,9,9
HVID-I753LA,GID-XTH71V,9,8
HVID-PIU79J,GID-FC0XQ9,8,6
HVID-A4EGBK,GID-BVMZ74,7,6
HVID-ABPC99,GID-RYQMIH,2,9
HVID-EAKSPA,GID-H8WSIG,6,2
HVID-R34WUW,GID-1Z8NKC,5,4
HVID-C6HGI7,GID-TW4ZLK,1,3
HVID-IIZQLQ,GID-JFQGWO,9,2
HVID-SS9HAV,GID-C3SFYH,3,1
HVID-T9711X,GID-3KBACR,6,7
HVID-S1SSLU,GID-IQMY3P,9,3
HVID-V1AN4H,GID-XD8Y3Y,4,9
HVID-BU2IQD,GID-XF8V5Z,6,3
HVID-HLRJJS,GID-HJGQ10,5,2
HVID-SQDOKT,GID-SW1Z7M,3,7
HVID-022RYM,GID-KX2JOH,9,4
HVID-UUY8CI,GID-O5F44T,4,8
HVID-573KJ1,GID-2G0CNB,1,0
HVID-S9YZ2G,GID-JLAZEC,9,8
HVID-C47MOJ,GID-WLM0MF,9,3
HVID-AJ7F5F,GID-K1XQ43,5,7
HVID-LPD8UG,GID-VSSE0N,0,9
HVID-HF1GFC,GID-WOGMNQ,0,8
HVID-L11DK0,GID-6SWU5W,1,9
HVID-54CDFQ,GID-IOM2WP,9,9
HVID-U2WOV2,GID-83WLJZ,3,6
HVID-CSD4MI,GID-5ZZNP8,0,6
HVID-GC20Z1,GID-MC006H,6,7
HVID-6LMQAU,GID-OEV7F1,8,9
HVID-DGKMP3,GID-3LZGPB,1,8
HVID-SLDA04,GID-RZAIS8,0,8
HVID-JKUAGN,GID-4HZI4X,4,1
HVID-P5MCAX,GID-58NFVS,2,0
HVID-G7PWHU,GID-6U1EMN,8,1
HVID-3Q58BU,GID-SMKRDU,2,7
HVID-7ILHKT,GID-PW0W0E,8,9
HVID-P9NILO,GID-2RJJLY,8,9
HVID-RC01FE,GID-0EAD6Y,7,8
HVID-EWUW0Y,GID-VWKQOF,5,6
HVID-NU83UF,GID-YLAYVK,8,8
HVID-3AVRZD,GID-XCE2WQ,4,9
HVID-JIA9SR,GID-5TWZ6I,6,8
HVID-U7ET7T,GID-VV4EJD,2,7
HVID-XCB8A4,GID-Z2YQ6V,8,8
HVID-O6WBKQ,GID-BSZO65,0,2
HVID-XS1CNI,GID-DQXBWP,3,9
HVID-JPL8TX,GID-S2T2SQ,1,7
HVID-BWFASV,GID-SCG681,8,6
HVID-XSUQPQ,GID-VDGLLF,3,7
HVID-0XMUX3,GID-ZVPYH8,7,7
HVID-659XOW,GID-S6OPGA,1,8
HVID-4740ZO,GID-GUMLY8,8,2
HVID-FFWR4R,GID-U7BMI4,7,6
HVID-Z3P359,GID-W7GREK,7,9
HVID-O0GE3C,GID-PQ1TC2,6,9
HVID-GHPFM6,GID-PLE4OW,6,5
HVID-CG8HMP,GID-ZUODE5,9,0
HVID-TQDUW5,GID-P7BETG,8,7
HVID-U9CT1O,GID-TFLLDW,1,8
HVID-SQMYKE,GID-VYDBLF,6,8
HVID-NUIIND,GID-UJFVQJ,7,7
HVID-0N1H4B,GID-ZRVW7H,7,9
HVID-Q29JSO,GID-NLT4DP,4,9
HVID-VRIWS6,GID-V2W26K,7,9
HVID-O3E679,GID-S5M8I8,4,9
HVID-KWU733,GID-IP962I,8,9
HVID-MNIHPM,GID-8RGGH5,1,7
HVID-UWU0F7,GID-UXIHPF,8,9
HVID-5LP5BS,GID-PM3HRO,8,9
HVID-7HTM0M,GID-DB2KDH,0,6
HVID-XBAPHY,GID-NNZZEL,0,9
HVID-IETAXE,GID-KPGNMG,9,6
HVID-74XFPQ,GID-X0M5V0,7,9
HVID-X8Q1EP,GID-72VRJV,1,5
HVID-RBQKXT,GID-XY587M,6,8
HVID-9THASM,GID-TOCUUV,8,8
HVID-2RDNVA,GID-KHS9E7,0,9
HVID-5DKPK4,GID-FN4KZ1,4,9
HVID-KHJ8K8,GID-X9C5II,3,6
HVID-EZ5HBI,GID-16XSSZ,0,1
HVID-WDADL9,GID-NY23SD,4,7
HVID-XO02ZM,GID-F38BZW,6,7
HVID-HFX2T6,GID-POCDSB,8,7
HVID-37II66,GID-GUE7TM,2,0
HVID-A7C7TY,GID-Q9LUEA,1,4
HVID-D7O8KC,GID-7U9DRA,9,7
HVID-H6QPVK,GID-87DY6D,8,7
HVID-JWKYSC,GID-ZCK3VC,9,1
HVID-ZKW6R2,GID-HZNQ1A,9,9
HVID-YHZK6A,GID-FFG12L,8,8
HVID-N66G7P,GID-L9LT0B,5,7
HVID-AVHLFR,GID-83OOIO,8,7
HVID-53IM77,GID-0L9TWX,8,3
HVID-3SKL3G,GID-8GI7AG,7,9
HVID-JIG0T0,GID-BSV3GM,1,8
HVID-KGMEHR,GID-NRH49F,8,9
HVID-UHH5RT,GID-LW93C4,6,4
HVID-5JROV8,GID-APLA1Q,8,8
HVID-QKV4MZ,GID-ED5UGJ,5,9
HVID-K0QZIC,GID-E97WU3,0,7
HVID-UHZMII,GID-HEHPXO,7,4
HVID-WY7Q4E,GID-IDLXZV,0,8
HVID-1OU2VT,GID-M25L1C,7,8
HVID-FDUB38,GID-7SW5F8,4,9
HVID-5GA7IK,GID-FMJ099,0,6
HVID-4GZBQP,GID-2ZL87D,4,7
HVID-SC621I,GID-Q46VE0,2,7
HVID-A1YMIG,GID-DH3YAO,7,6
HVID-97W46N,GID-ZRWSWM,8,8
HVID-WTN1GA,GID-L5UF2D,0,8
HVID-N8Z300,GID-2M02HP,7,6
HVID-F9TCWY,GID-ODVHJY,2,7
HVID-3APCQS,GID-YQB4D6,9,6
HVID-MOJIW5,GID-Z50FOT,1,7
HVID-KME0DM,GID-PR9BJN,7,9
HVID-ROVQ9P,GID-2NFD3T,4,9
HVID-TLX8AU,GID-D8U3KG,8,8
HVID-25BA4L,GID-TBO50J,1,1
HVID-NZ2EAE,GID-6IHWCV,2,2
HVID-NS08BP,GID-D8UGFS,1,4
HVID-B4OKXB,GID-LRXMNH,9,7
HVID-ACNEVG,GID-IG9NCO,4,8
HVID-KHGFZR,GID-1GETCM,4,4
HVID-UARECN,GID-DSBS9P,7,7
HVID-T9EATA,GID-Q9KANC,0,7
HVID-IGU0IH,GID-DK2FZU,9,8
HVID-NPDWV4,GID-NO8PEG,9,1
HVID-9HLZ1M,GID-CMWT92,2,2
HVID-1G9QHN,GID-7441LX,8,7
HVID-ZV7M2G,GID-5E4BON,3,7
HVID-FCXJ7D,GID-KNFQJU,0,1
HVID-WLU1A0,GID-43OTY6,5,7
HVID-ROF3WA,GID-OBV7EI,5,9
HVID-HVWFGY,GID-R5TYUM,6,8
HVID-P0ZUPP,GID-XSOQ5U,9,8
HVID-CF7U2H,GID-M0QVYX,4,7
HVID-6OW3PI,GID-OX3ABV,8,0
HVID-TE67L1,GID-FRMV87,1,7
HVID-4LQQB0,GID-2PP70V,9,5
HVID-I1QBAE,GID-KAL0TR,6,9
HVID-AFGGFM,GID-08YY24,8,7
HVID-2P7QC3,GID-8HEIWL,8,8
HVID-966LNR,GID-MRG94U,4,4
HVID-ZMFTKU,GID-QVC195,7,8
HVID-27RKK4,GID-QPN3C1,7,2
HVID-E3XCT9,GID-1IFBAK,1,9
HVID-EMPRXN,GID-WEXXY8,8,6
HVID-ZS9SW8,GID-B9IJI6,8,8
HVID-67UOBX,GID-5FN34N,5,8
HVID-BM8B7D,GID-450IRB,3,8
HVID-VPM28I,GID-PSG6TN,6,9
HVID-E8ALEF,GID-XCCN6M,6,6
HVID-DO0OO0,GID-SBQ1XB,1,8
HVID-V3CBTI,GID-W2UBQE,2,9
HVID-2VF2X7,GID-DNPSWW,2,8
HVID-ZELMTB,GID-M9KCZX,9,8
HVID-NPH3LR,GID-ZEY19K,7,4
HVID-W0OMBI,GID-WMNRUW,7,8
HVID-ZR95U4,GID-9T6A0O,8,4
HVID-Y9V9MX,GID-21HL4L,8,8
HVID-NUFJVM,GID-KCES30,2,9
HVID-NJ5XQP,GID-6ZBWJQ,7,7
HVID-82SEC0,GID-A4J4K2,6,2
HVID-SOTLW6,GID-RNONWS,5,3
HVID-KZIZ3A,GID-96RVDZ,8,7
HVID-ENF5LD,GID-PRW26O,7,5
HVID-14FEUK,GID-L5JX1C,2,1
HVID-ZSPGP9,GID-ZZJ169,3,9
HVID-ZFK089,GID-PGXFOS,2,1
HVID-0YUZ39,GID-BL4IKQ,6,9
HVID-ABVHF1,GID-LYSOV4,5,1
HVID-1BUB57,GID-A5ZX2M,6,9
HVID-N0CTYZ,GID-3TES5Q,0,7
HVID-ANOFLW,GID-PBS5F4,1,9
HVID-YJ7Q03,GID-LNQGY6,2,6
HVID-QPA7RF,GID-4W8AAV,5,6
HVID-8EHOBR,GID-OI7YXX,5,9
HVID-12AAWI,GID-3KETCU,8,9
HVID-9GI3G3,GID-XRG3ET,8,8
HVID-H5ZUE5,GID-SQ8W8F,3,5
HVID-CI3K2N,GID-9V6E59,6,8
HVID-VVIK6W,GID-S4A4NM,8,8
HVID-MOLU52,GID-Y62URU,6,9
HVID-LBMJDY,GID-EVMSIH,3,3
HVID-ZM6TUE,GID-NS17V5,0,0
HVID-T1GRFK,GID-X9LXS7,0,7
HVID-O6GETL,GID-20Y45U,2,8
HVID-EBWJ10,GID-WTF22J,9,8
HVID-BOV5Z5,GID-PL1F2K,6,0
HVID-1S5R5X,GID-XOYNYC,6,0
HVID-OAWPDI,GID-TR9FY2,3,5
HVID-YJ5GD3,GID-MD9AQY,7,0
HVID-8WMTTC,GID-4T581U,1,9
HVID-CSNEXN,GID-VUSKJF,9,8
HVID-67A0IF,GID-7NK4ZQ,3,7
HVID-6BIF8G,GID-T853R1,4,8
HVID-8YHJZ8,GID-AR1CRV,6,2
HVID-Q4N9BD,GID-M18RF1,7,7
HVID-A3H7I3,GID-BB1JEW,7,9
HVID-WEE9JO,GID-QHOTGN,1,8
HVID-8HY4P9,GID-D3CQK9,6,5
HVID-W98MYW,GID-YJGN33,8,3
HVID-X005QN,GID-M6VP43,3,7
HVID-XGNEMX,GID-2W0LQC,2,7
HVID-DTAXEO,GID-VB051J,7,2
HVID-BZWYQ5,GID-8FD89K,6,7
HVID-0RGP2W,GID-F19XFX,6,6
HVID-VTQX1F,GID-8JEPYI,9,9
HVID-0QOHAO,GID-HQG30G,7,7
HVID-RCTVFJ,GID-G7I3YB,2,9
HVID-GK4WB5,GID-4F0MMR,6,7
HVID-A8IH5A,GID-7UCGBW,8,1
HVID-YUTLBH,GID-2J4G6V,5,9
HVID-QJ1B7F,GID-GRYDQX,6,6
HVID-9WNG3U,GID-R5ZS6O,9,8
HVID-U0XR0N,GID-5KY35T,8,9
HVID-2S4IZZ,GID-1UA4I1,0,7
HVID-KA4FOJ,GID-F2MIWI,3,9
HVID-XZZDCU,GID-LBP09Z,7,9
HVID-X3ZX6N,GID-I5JWQD,3,7
HVID-XJ2QII,GID-2DQ5JU,1,7
HVID-LUCNUC,GID-BZOUSS,2,8
HVID-WO3VP3,GID-OJCFZZ,7,7
HVID-VTPFSH,GID-Q7G747,0,8
HVID-WRE5GZ,GID-3EPC27,7,9
HVID-5N8UUH,GID-DRQF2O,7,7
HVID-BCDF8K,GID-WGNDVK,6,7
HVID-CQ6G43,GID-RNZIYJ,6,6
HVID-6RNEYD,GID-ANRLVA,6,7
HVID-BOJC30,GID-6YMQF0,1,0
HVID-OEUYW3,GID-272OM2,1,7
HVID-XPYJHL,GID-9I9TDZ,0,3
HVID-S58DZG,GID-RVYUXM,9,7
HVID-48E5XI,GID-GI0GU6,6,8
HVID-V2SLHT,GID-0PCVCV,0,7
HVID-KKF8PE,GID-HWF3OH,8,0
HVID-1AP3C4,GID-23A0K7,1,9
HVID-YS8HS5,GID-HYTO9E,6,8
HVID-7LCG37,GID-C5Q89V,2,6
HVID-GFH6SQ,GID-D0L2E4,0,8
HVID-MUYJUS,GID-9YJMBW,8,7
HVID-G4N592,GID-APLNV5,4,7
HVID-2H9RGC,GID-PJJICP,7,9
HVID-0RBGRR,GID-448C09,0,4
HVID-L48380,GID-W4CDL8,2,7
HVID-YJ8RFE,GID-PKAP9O,6,8
HVID-93UHDF,GID-QAJTE1,8,3
HVID-G7GWZD,GID-L1JHHD,7,0
HVID-B0ZD02,GID-VSJYAL,8,8
HVID-OGF935,GID-W8USWB,0,8
HVID-5XE0JP,GID-IL0Q33,9,8
HVID-Z0ZISJ,GID-9AEFO3,0,9
HVID-68BBJI,GID-06SM2R,3,8
HVID-F2ZO3J,GID-QPS5IQ,3,7
HVID-S83UMR,GID-G9LY5O,4,7
HVID-1E0RW5,GID-WDR6XN,0,9
HVID-FL779I,GID-GW4ZX5,9,4
HVID-6Y2QID,GID-53NZJ8,6,2
HVID-MIKLSZ,GID-SWZRFD,8,8
HVID-SOLOR2,GID-G5K9OF,5,7
HVID-HTFGEI,GID-W49UN6,2,7
HVID-MBNH93,GID-QT2E5I,6,7
HVID-N7QP6D,GID-0K3SX9,7,9
HVID-DX7NAJ,GID-T4LAEO,6,8
HVID-Z1TYYR,GID-V8G0FQ,0,5
HVID-8FHWBI,GID-O777GB,7,0
HVID-GHLCLP,GID-MRHCEY,4,9
HVID-FN0I7L,GID-WDN3UP,1,7
HVID-D26A9Q,GID-V45WUO,8,7
HVID-7I6DSA,GID-9Z4Z4Z,7,9
HVID-AHBI7I,GID-8HLYCT,4,9
HVID-QPU8QF,GID-O1PUMB,9,7
HVID-J8BLYQ,GID-O0VOXF,5,7
HVID-EIE151,GID-9VVG7D,6,9
HVID-KMWHKS,GID-MN0UL5,8,1
HVID-RIK677,GID-VQWY2R,7,8
HVID-NPVMWN,GID-LSQ04C,1,9
HVID-AHWE19,GID-KSDV1H,0,7
HVID-BQ6GTM,GID-HEMHH1,9,0
HVID-PGM96P,GID-N2H3TI,0,8
HVID-HHLIXG,GID-X8OLVU,9,6
HVID-6SW1MA,GID-80BHZN,7,7
HVID-C1QNUA,GID-VJXJH0,9,9
HVID-UNJTWP,GID-ALT7BD,9,5
HVID-2BURX7,GID-U3F3MQ,7,7
HVID-JK74DC,GID-YN0NIF,6,0
HVID-E3Z0UR,GID-TSJ0QZ,3,8
HVID-N1TDXH,GID-AZDH9G,3,9
HVID-W584Q1,GID-GBKNDA,9,6
HVID-5GAVAD,GID-92MKBK,8,7
HVID-LE5IYM,GID-5HCERD,8,2
HVID-3POGY3,GID-BY3E3G,9,8
HVID-A0CEE6,GID-5UN3JO,7,0
HVID-E7U44I,GID-CFAUGZ,8,8
HVID-EYSOFS,GID-NRPPLZ,3,9
HVID-VXY3FS,GID-4P1MGH,5,9
HVID-90A0CR,GID-ZQR9NL,7,7
HVID-GRLXXI,GID-72ECHF,4,7
HVID-VNX3U8,GID-EANZV6,1,4
HVID-1MBULZ,GID-0A337U,9,5
HVID-HGVS03,GID-N4M3IY,7,6
HVID-UNK63W,GID-49LV3K,8,3
HVID-SWHQYP,GID-GLJN0M,7,2
HVID-PZ5A3D,GID-W51FEV,5,7
HVID-23ZTRA,GID-VKZWQ1,9,7
HVID-FJK89D,GID-GPI36D,8,8
HVID-B8I7RV,GID-B9OQ9L,0,7
HVID-67L8WV,GID-SVOHLR,6,8
HVID-EDLHE3,GID-KMMLEZ,3,7
HVID-Y8OY8U,GID-7B9JEM,7,5
HVID-9YNV0S,GID-JVM5L4,0,9
HVID-B3U5KS,GID-4P5B6W,6,7
HVID-1XS3KB,GID-KV59EG,8,6
HVID-WN7WJH,GID-L4QTQO,0,1
HVID-CMS13L,GID-IMWGAC,5,2
HVID-PT5IVX,GID-D8CBRQ,0,8
HVID-O4XDG2,GID-PBTZAZ,8,4
HVID-5CYZ6A,GID-DTCZO3,2,8
HVID-YI0BTG,GID-RU82BV,8,1
HVID-T546TH,GID-EN7P0O,3,9
HVID-ATP94G,GID-L90EWO,9,9
HVID-MJKHAS,GID-5LII3O,7,9
HVID-5ZE7V7,GID-2C8ZET,2,7
HVID-PZ3SK4,GID-NX6XVB,8,8
HVID-HRVH2E,GID-Q0U5DB,0,7
HVID-LKXBHN,GID-TQTLJ7,6,9
HVID-D7F30W,GID-DR2RVL,6,8
HVID-KRAVWS,GID-XE3Z7H,0,9
HVID-HG4RJH,GID-TZCDTE,6,9
HVID-AFD272,GID-N2CM52,5,8
