,hand_value_id,game_id,player_hand_value,banker_hand_value
525,HVID-G9AB9P,GID-0VF5ZL,8,7
526,HVID-JI2B3T,GID-LR0RFR,9,2
527,HVID-4EENO4,GID-TR6CKV,1,9
528,HVID-R7ABQZ,GID-9Y9CHK,6,2
529,HVID-0XK7XW,GID-O79WD8,6,9
530,HVID-C3MSC8,GID-ZVT3IM,8,7
531,HVID-9YPX0D,GID-KZ1TZ7,7,6
532,HVID-DAXX6N,GID-KM84K0,9,0
533,HVID-8DKKXR,GID-I0RV3H,7,8
534,HVID-HOZ9C9,GID-KX0YVV,7,6
535,HVID-RU6A5Q,GID-N24AOS,6,9
536,HVID-C4NNV6,GID-M4Y8XU,7,3
537,HVID-8T0JHM,GID-MLYO1V,8,6
538,HVID-1644TG,GID-NGL92P,8,6
539,HVID-C5OVI7,GID-3JV866,1,9
540,HVID-4SY6K5,GID-YQ9U4E,8,0
541,HVID-VUENHD,GID-HJC7FZ,4,7
542,HVID-TA0IB7,GID-HN4B00,3,8
543,HVID-CLJVIM,GID-2Z30WI,3,5
544,HVID-548EYC,GID-41K5RH,6,3
545,HVID-SA7HZQ,GID-JEQ8MG,6,8
546,HVID-LAAIM4,GID-T0U820,9,7
547,HVID-SNNXOG,GID-AFECWL,5,8
548,HVID-P1261P,GID-E5OC4P,2,0
549,HVID-3M1ZOD,GID-AB5OC9,6,8
550,HVID-5EDQ3J,GID-KQP35I,8,8
551,HVID-SXKMC2,GID-EGZ2P3,8,8
552,HVID-BJ4WB7,GID-D8QICE,9,7
553,HVID-DIFYQR,GID-QQSBDO,8,0
554,HVID-OSGLBC,GID-W51AJ5,7,8
555,HVID-01X9CE,GID-Z3H6PI,0,7
556,HVID-C5UUXM,GID-2BCUJ5,9,3
557,HVID-PB8BWZ,GID-BKKQFF,9,8
558,HVID-16B5OX,GID-P0CKAX,3,8
559,HVID-15Y3YZ,GID-NTPRA1,6,6
560,HVID-NRSUPM,GID-NKD4Y2,9,7
561,HVID-EMQOD4,GID-YXL7FK,2,7
562,HVID-G9IGVD,GID-DIL5NZ,8,2
563,HVID-ZB39KB,GID-3Z3OEJ,1,8
564,HVID-KGJ5ZR,GID-SVF0PD,2,7
565,HVID-AGSZTN,GID-9ALKOP,7,4
566,HVID-919ALJ,GID-2KI5US,3,7
567,HVID-610RPS,GID-4KOH5J,5,7
568,HVID-591703,GID-8QI6VW,5,2
569,HVID-I1S1S7,GID-EW8GIO,9,5
570,HVID-T1LXSV,GID-FYD93N,8,7
571,HVID-VVH6C0,GID-AYYF3V,8,7
572,HVID-LPXM51,GID-6OSC7Y,1,8
573,HVID-OBPU3O,GID-Q0ODOD,6,6
574,HVID-G9Q7GI,GID-2D25IQ,9,8
575,HVID-148AZ6,GID-9ZCGXW,9,8
576,HVID-YBPLEV,GID-WSSEH4,9,7
577,HVID-SYQ4AT,GID-JRDG9Q,7,8
578,HVID-484869,GID-PDL7JA,8,7
579,HVID-UR02B8,GID-MVVW3Z,9,8
580,HVID-AID8ES,GID-1H2YQG,2,0
581,HVID-CM82TS,GID-UZGBYH,6,7
582,HVID-SE36FR,GID-VX8I2C,4,7
583,HVID-I68G9D,GID-YBOY3Y,0,2
584,HVID-5SXPQI,GID-TS6YJ7,8,9
585,HVID-U447UZ,GID-CWDD5S,5,9
586,HVID-FUQCQF,GID-MXAAZJ,7,7
587,HVID-3VXA2D,GID-I3NVLH,2,7
588,HVID-SWJBFG,GID-NYDTWV,7,8
589,HVID-IKBOQU,GID-23Q2WZ,1,8
590,HVID-Q2ZIUH,GID-9PL7CN,5,8
591,HVID-DLL65F,GID-1H5GBE,7,7
592,HVID-SE423N,GID-J43XRL,0,9
593,HVID-L3RKYO,GID-919ZDF,1,2
594,HVID-P0WY2L,GID-S3W7R7,6,6
595,HVID-PGXYWA,GID-2CFI0K,8,0
596,HVID-7ILZQU,GID-2ARN8G,8,6
597,HVID-2NVJI3,GID-715DLB,9,7
598,HVID-FSOQ2F,GID-MO1OQW,9,7
599,HVID-OXT8IG,GID-UNOMF5,8,3
600,HVID-D37NH9,GID-BFZB4D,7,5
601,HVID-BDEHTW,GID-KXGHBQ,4,9
602,HVID-7YLC08,GID-QSY7RE,6,1
603,HVID-0MH5WV,GID-UL8TZ3,2,5
604,HVID-21WCT4,GID-SDUXWF,4,9
605,HVID-4B3V6E,GID-N2O03N,8,5
606,HVID-9UMFMB,GID-NUE371,6,7
607,HVID-WT12H1,GID-A0IECL,5,9
608,HVID-U6WP9Q,GID-BIZH3C,6,7
609,HVID-XNK6KR,GID-IKKQ8Y,5,7
610,HVID-SAWPCR,GID-JV7IU4,8,6
611,HVID-JY1M9C,GID-65QIG5,3,9
612,HVID-5NS9L2,GID-890NK6,4,6
613,HVID-7Y9XPX,GID-TUGILO,0,1
614,HVID-B1YN0Z,GID-7KVJMF,4,0
615,HVID-BHLBN0,GID-S1MEJ8,9,0
616,HVID-KXYFN2,GID-7R9N9E,6,9
617,HVID-J408SL,GID-HMOB35,8,7
618,HVID-691MH6,GID-GEGNYB,6,5
619,HVID-DIUCV5,GID-L1QDO9,0,9
620,HVID-F1R422,GID-91CM1B,3,9
621,HVID-5GOI2S,GID-3638RL,3,7
622,HVID-VOJ46R,GID-EXGTMV,8,4
623,HVID-RYJS46,GID-L3FGCA,7,7
624,HVID-TQCD4M,GID-UZ9B5S,8,7
625,HVID-0WZY75,GID-VUPJW4,5,8
626,HVID-1YN71U,GID-ND0W1V,8,7
627,HVID-AY7ZGR,GID-3I0CAT,7,4
628,HVID-0P9S0D,GID-1P0VLP,0,8
629,HVID-4I2Y8B,GID-2Q5PWG,9,8
630,HVID-XG7SAA,GID-NFD3VW,9,1
631,HVID-0JN0U7,GID-K5ZLZ9,9,9
632,HVID-3J8A4D,GID-LKX1NV,1,8
633,HVID-7C4X7L,GID-742VLA,6,8
634,HVID-Z7ST30,GID-9TWQOD,4,9
635,HVID-HOEYFU,GID-POVO2D,7,7
636,HVID-5W56FS,GID-WQFMT0,8,7
637,HVID-LLFBI8,GID-N93SLG,6,0
638,HVID-YJB82U,GID-KR8304,3,8
639,HVID-QPP076,GID-RP623C,4,6
640,HVID-LI14TA,GID-DQIVAD,4,7
641,HVID-UQ1CVW,GID-FUT9ML,9,7
642,HVID-RTA2HV,GID-Q0REII,8,4
643,HVID-AZQF81,GID-TRHEZZ,1,6
644,HVID-XA3A5M,GID-VM7WIA,6,7
645,HVID-B3871E,GID-JOL4J4,8,8
646,HVID-5GI8SN,GID-OF1T1R,4,0
647,HVID-UJ1K22,GID-77N9H2,4,9
648,HVID-7TDLKG,GID-ILVV8A,9,7
649,HVID-D8BO6F,GID-LYD4L8,2,8
650,HVID-DP3GGY,GID-FSATH9,9,8
651,HVID-W8E4VM,GID-8VEZIT,4,7
652,HVID-F23DTT,GID-HL8AS7,3,8
653,HVID-RSHUIE,GID-MMKJO9,6,8
654,HVID-5U7Y73,GID-NS4WG7,7,2
655,HVID-7F9TI2,GID-B5ALXM,1,7
656,HVID-M12P1M,GID-UQ5XIM,1,8
657,HVID-TEFQZL,GID-SZ8EWC,7,0
658,HVID-HK0IVQ,GID-785I61,4,5
659,HVID-K2HNYT,GID-4NYYC4,8,9
660,HVID-M0MBCT,GID-HQIZD1,9,8
661,HVID-MKG245,GID-MV78L7,9,7
662,HVID-PZZ4FR,GID-E4JPGE,3,5
663,HVID-8K8CH4,GID-RZALI4,4,9
664,HVID-VL4CE9,GID-4ZCVSC,8,7
665,HVID-EPQKEJ,GID-XJEJQA,6,9
666,HVID-XXBJZE,GID-J9GKD7,7,8
667,HVID-2IIQUS,GID-PXRZ5A,0,1
668,HVID-0VSOC5,GID-BJEXXI,8,8
669,HVID-E2KD6X,GID-W5523W,8,1
670,HVID-FGDGJF,GID-QDW0GQ,0,8
671,HVID-KSWIYG,GID-NB7DMY,8,8
672,HVID-KZV3IH,GID-7MJNVH,9,9
673,HVID-MON5JP,GID-OIW55M,6,5
674,HVID-9NQBHV,GID-PX04WI,9,7
675,HVID-HB72EX,GID-CG7EAZ,8,9
676,HVID-ROPCAJ,GID-YO79W1,6,6
677,HVID-OPLG6J,GID-PCFIYA,7,2
678,HVID-YPWD9A,GID-UNUSC0,8,8
679,HVID-J2WSON,GID-YKPUEW,8,9
680,HVID-SG19Q8,GID-K5IAXU,4,1
681,HVID-JC73HN,GID-PA2GPA,2,1
682,HVID-EWAG8N,GID-6FS8N7,6,0
683,HVID-OUEBE8,GID-411N6Q,7,8
684,HVID-QKNT9G,GID-4FJFMN,2,9
685,HVID-ZBTQJL,GID-UNFA93,9,8
686,HVID-DV674K,GID-WYZJVR,2,8
687,HVID-JUJFSH,GID-DZWMUP,1,9
688,HVID-VFOKT6,GID-DIQBQK,4,6
689,HVID-4WB0BC,GID-IP3XRK,7,6
690,HVID-FYDLQL,GID-6K6SI0,8,8
691,HVID-C4ASTW,GID-3QMYWN,8,8
692,HVID-9HNEA3,GID-UP0INJ,1,2
693,HVID-12MYKY,GID-CMCV9R,8,3
694,HVID-L15L3W,GID-3R2LX9,0,2
695,HVID-1VIG6I,GID-YLHXZQ,9,4
696,HVID-9YPO5B,GID-MDPYTF,2,9
697,HVID-IK6R6Q,GID-VJAB53,8,6
698,HVID-6PYWDU,GID-THW1RL,4,6
699,HVID-79V975,GID-QI1EWH,1,5
700,HVID-ANIV76,GID-KWW8H0,4,5
701,HVID-B0B8WV,GID-HSR070,9,6
702,HVID-GBLPI4,GID-9ZG5D8,0,0
703,HVID-5S5L08,GID-D0VC2H,5,6
704,HVID-3EZP5V,GID-NW01VR,1,4
705,HVID-U3G6HY,GID-SALQNS,6,4
706,HVID-VNFWAT,GID-GWYR5P,3,7
707,HVID-ONJYVC,GID-1Q0BF2,8,9
708,HVID-QN8R0T,GID-FH8HIN,9,9
709,HVID-PZO0ON,GID-6Z65O0,5,9
710,HVID-JF7FJI,GID-8W2IZT,0,8
711,HVID-2I8CYN,GID-49PDM8,3,5
712,HVID-MRMSY8,GID-E1HBJI,4,9
713,HVID-7LRH2Q,GID-2C20I7,0,9
714,HVID-J9AIR1,GID-X87CVG,9,8
715,HVID-28QSVF,GID-ABPRDN,8,8
716,HVID-7KB3GE,GID-L1GHNI,8,0
717,HVID-W1E3V7,GID-ZX8GO1,4,8
718,HVID-X2T9X4,GID-2FZMOJ,3,3
719,HVID-9XAKLL,GID-AVKR0D,9,7
720,HVID-4W10AX,GID-OJF0VB,8,8
721,HVID-80QFRT,GID-9HVZF4,6,7
722,HVID-7QW1WE,GID-2SF1QE,7,6
723,HVID-JEFCIK,GID-U96T4T,8,8
724,HVID-TNXWGP,GID-Q02OEH,5,9
725,HVID-33ZFDJ,GID-8JPULY,9,0
726,HVID-4YSYDO,GID-5GZN4E,9,9
727,HVID-50ISC9,GID-ZPEWWU,6,8
728,HVID-DOZEMO,GID-DV5580,4,1
729,HVID-NJBLBU,GID-3CBF2L,4,7
730,HVID-BKIXPF,GID-HHOAOH,8,9
731,HVID-3AONLQ,GID-74C3IA,9,8
732,HVID-LA0DTL,GID-OVUXSE,3,9
733,HVID-8IM4TQ,GID-KSB8RW,0,7
734,HVID-82Z1GK,GID-ER2RHL,6,8
735,HVID-3NZ72O,GID-1QWAMR,7,7
736,HVID-T270G4,GID-1MBSQX,9,9
737,HVID-6LEYH9,GID-GRMTS5,1,2
738,HVID-4RILGN,GID-IRCMT9,9,0
739,HVID-V5SJBX,GID-5M6BAM,2,2
740,HVID-XAKW8U,GID-EHB03J,6,7
741,HVID-N0ZXF9,GID-I0OEWH,1,7
742,HVID-ST3HLF,GID-NELFV5,7,7
743,HVID-N0HV8L,GID-4R2GX8,7,9
744,HVID-4TTFW0,GID-73UT4N,8,6
745,HVID-G0FZ12,GID-SSX4W9,7,3
746,HVID-CZHJSJ,GID-NM0ZGH,1,8
747,HVID-VJH62C,GID-8EBJ5A,4,7
748,HVID-BKU1OM,GID-PT9J2U,1,6
749,HVID-K98468,GID-R4WI33,8,9
750,HVID-FF38FT,GID-0HIN33,7,9
751,HVID-M6OFS0,GID-Y31U5I,7,8
752,HVID-R8G4ST,GID-JP18KE,3,6
753,HVID-Q24VCH,GID-PLGDBW,4,7
754,HVID-IZ7HY5,GID-WOU7NX,3,5
755,HVID-6041RN,GID-IHVRP9,5,8
756,HVID-94WAJ5,GID-HF5L9O,8,9
757,HVID-WVUBHW,GID-3QJR0W,9,9
758,HVID-DCKEWE,GID-6IWW2P,1,9
759,HVID-TUQYCT,GID-0LEEHO,4,8
760,HVID-J8D165,GID-LH3PS4,3,1
761,HVID-XPU4UZ,GID-ODMF1F,4,2
762,HVID-A21LWW,GID-IRKRVM,5,3
763,HVID-EZWJC8,GID-8AU5VJ,6,7
764,HVID-A4X5XW,GID-L29GKD,0,9
765,HVID-TMTO3L,GID-VK3P81,4,9
766,HVID-PI5CCB,GID-8X6713,8,4
767,HVID-LHW56R,GID-TMY94H,7,8
768,HVID-ZDELSM,GID-J3UOGX,6,9
769,HVID-W0DX7H,GID-Z1554G,6,7
770,HVID-SCEK44,GID-8JB8M9,1,8
771,HVID-TI1KDU,GID-3B5G11,8,9
772,HVID-SLG12Y,GID-8S5L19,9,0
773,HVID-7JYSKI,GID-6MPH6P,8,0
774,HVID-382JA4,GID-LBMYO9,6,9
775,HVID-3AFXC2,GID-72CIG3,0,7
776,HVID-W357P6,GID-JXYFSI,5,5
777,HVID-AL6AXR,GID-1TFOQP,7,9
778,HVID-CDUDS9,GID-W2HXG9,4,9
779,HVID-1EHLMC,GID-JFAI3P,9,7
780,HVID-ETZ9BW,GID-XZSCAK,5,0
781,HVID-1NDRAX,GID-ZAXXIV,7,8
782,HVID-4N82L3,GID-6P1SEX,2,9
783,HVID-Z3X8UJ,GID-3INIIK,9,8
784,HVID-MGKIVD,GID-H3BGQ6,5,7
785,HVID-EUIT0Y,GID-T0ZIO7,8,9
786,HVID-J0WJMH,GID-OL4G7V,4,3
787,HVID-5D0QFF,GID-1Y90D5,1,1
788,HVID-LPZ8Y4,GID-HXPO30,6,9
789,HVID-DX5VT2,GID-JLFRXH,1,8
790,HVID-3ISWWC,GID-7DEO4B,1,5
791,HVID-GK46Z3,GID-U28QGR,9,8
792,HVID-0VZ2Z3,GID-XMQO4C,0,8
793,HVID-IIN4OX,GID-7W779L,2,1
794,HVID-6MP1K8,GID-E6GUS6,9,8
795,HVID-8U4KXA,GID-ONZIYH,6,8
796,HVID-K0UKKJ,GID-3ALCKF,6,6
797,HVID-YNNSEC,GID-VNTFSM,7,7
798,HVID-S50TQ9,GID-LVSFW4,7,1
799,HVID-87AHL5,GID-NEWLIN,7,8
800,HVID-9JLWJY,GID-14PRAR,1,8
801,HVID-TDEQTL,GID-OJFFIL,2,1
802,HVID-X4UQD2,GID-NBN0DB,9,9
803,HVID-I753LA,GID-XTH71V,9,8
804,HVID-PIU79J,GID-FC0XQ9,8,6
805,HVID-A4EGBK,GID-BVMZ74,7,6
806,HVID-ABPC99,GID-RYQMIH,2,9
807,HVID-EAKSPA,GID-H8WSIG,6,2
808,HVID-R34WUW,GID-1Z8NKC,5,4
809,HVID-C6HGI7,GID-TW4ZLK,1,3
810,HVID-IIZQLQ,GID-JFQGWO,9,2
811,HVID-SS9HAV,GID-C3SFYH,3,1
812,HVID-T9711X,GID-3KBACR,6,7
813,HVID-S1SSLU,GID-IQMY3P,9,3
814,HVID-V1AN4H,GID-XD8Y3Y,4,9
815,HVID-BU2IQD,GID-XF8V5Z,6,3
816,HVID-HLRJJS,GID-HJGQ10,5,2
817,HVID-SQDOKT,GID-SW1Z7M,3,7
818,HVID-022RYM,GID-KX2JOH,9,4
819,HVID-UUY8CI,GID-O5F44T,4,8
820,HVID-573KJ1,GID-2G0CNB,1,0
821,HVID-S9YZ2G,GID-JLAZEC,9,8
822,HVID-C47MOJ,GID-WLM0MF,9,3
823,HVID-AJ7F5F,GID-K1XQ43,5,7
824,HVID-LPD8UG,GID-VSSE0N,0,9
825,HVID-HF1GFC,GID-WOGMNQ,0,8
826,HVID-L11DK0,GID-6SWU5W,1,9
827,HVID-54CDFQ,GID-IOM2WP,9,9
828,HVID-U2WOV2,GID-83WLJZ,3,6
829,HVID-CSD4MI,GID-5ZZNP8,0,6
830,HVID-GC20Z1,GID-MC006H,6,7
831,HVID-6LMQAU,GID-OEV7F1,8,9
832,HVID-DGKMP3,GID-3LZGPB,1,8
833,HVID-SLDA04,GID-RZAIS8,0,8
834,HVID-JKUAGN,GID-4HZI4X,4,1
835,HVID-P5MCAX,GID-58NFVS,2,0
836,HVID-G7PWHU,GID-6U1EMN,8,1
837,HVID-3Q58BU,GID-SMKRDU,2,7
838,HVID-7ILHKT,GID-PW0W0E,8,9
839,HVID-P9NILO,GID-2RJJLY,8,9
840,HVID-RC01FE,GID-0EAD6Y,7,8
841,HVID-EWUW0Y,GID-VWKQOF,5,6
842,HVID-NU83UF,GID-YLAYVK,8,8
843,HVID-3AVRZD,GID-XCE2WQ,4,9
844,HVID-JIA9SR,GID-5TWZ6I,6,8
845,HVID-U7ET7T,GID-VV4EJD,2,7
846,HVID-XCB8A4,GID-Z2YQ6V,8,8
847,HVID-O6WBKQ,GID-BSZO65,0,2
848,HVID-XS1CNI,GID-DQXBWP,3,9
849,HVID-JPL8TX,GID-S2T2SQ,1,7
850,HVID-BWFASV,GID-SCG681,8,6
851,HVID-XSUQPQ,GID-VDGLLF,3,7
852,HVID-0XMUX3,GID-ZVPYH8,7,7
853,HVID-659XOW,GID-S6OPGA,1,8
854,HVID-4740ZO,GID-GUMLY8,8,2
855,HVID-FFWR4R,GID-U7BMI4,7,6
856,HVID-Z3P359,GID-W7GREK,7,9
857,HVID-O0GE3C,GID-PQ1TC2,6,9
858,HVID-GHPFM6,GID-PLE4OW,6,5
859,HVID-CG8HMP,GID-ZUODE5,9,0
860,HVID-TQDUW5,GID-P7BETG,8,7
861,HVID-U9CT1O,GID-TFLLDW,1,8
862,HVID-SQMYKE,GID-VYDBLF,6,8
863,HVID-NUIIND,GID-UJFVQJ,7,7
864,HVID-0N1H4B,GID-ZRVW7H,7,9
865,HVID-Q29JSO,GID-NLT4DP,4,9
866,HVID-VRIWS6,GID-V2W26K,7,9
867,HVID-O3E679,GID-S5M8I8,4,9
868,HVID-KWU733,GID-IP962I,8,9
869,HVID-MNIHPM,GID-8RGGH5,1,7
870,HVID-UWU0F7,GID-UXIHPF,8,9
871,HVID-5LP5BS,GID-PM3HRO,8,9
872,HVID-7HTM0M,GID-DB2KDH,0,6
873,HVID-XBAPHY,GID-NNZZEL,0,9
874,HVID-IETAXE,GID-KPGNMG,9,6
875,HVID-74XFPQ,GID-X0M5V0,7,9
876,HVID-X8Q1EP,GID-72VRJV,1,5
877,HVID-RBQKXT,GID-XY587M,6,8
878,HVID-9THASM,GID-TOCUUV,8,8
879,HVID-2RDNVA,GID-KHS9E7,0,9
880,HVID-5DKPK4,GID-FN4KZ1,4,9
881,HVID-KHJ8K8,GID-X9C5II,3,6
882,HVID-EZ5HBI,GID-16XSSZ,0,1
883,HVID-WDADL9,GID-NY23SD,4,7
884,HVID-XO02ZM,GID-F38BZW,6,7
885,HVID-HFX2T6,GID-POCDSB,8,7
886,HVID-37II66,GID-GUE7TM,2,0
887,HVID-A7C7TY,GID-Q9LUEA,1,4
888,HVID-D7O8KC,GID-7U9DRA,9,7
889,HVID-H6QPVK,GID-87DY6D,8,7
890,HVID-JWKYSC,GID-ZCK3VC,9,1
891,HVID-ZKW6R2,GID-HZNQ1A,9,9
892,HVID-YHZK6A,GID-FFG12L,8,8
893,HVID-N66G7P,GID-L9LT0B,5,7
894,HVID-AVHLFR,GID-83OOIO,8,7
895,HVID-53IM77,GID-0L9TWX,8,3
896,HVID-3SKL3G,GID-8GI7AG,7,9
897,HVID-JIG0T0,GID-BSV3GM,1,8
898,HVID-KGMEHR,GID-NRH49F,8,9
899,HVID-UHH5RT,GID-LW93C4,6,4
900,HVID-5JROV8,GID-APLA1Q,8,8
901,HVID-QKV4MZ,GID-ED5UGJ,5,9
902,HVID-K0QZIC,GID-E97WU3,0,7
903,HVID-UHZMII,GID-HEHPXO,7,4
904,HVID-WY7Q4E,GID-IDLXZV,0,8
905,HVID-1OU2VT,GID-M25L1C,7,8
906,HVID-FDUB38,GID-7SW5F8,4,9
907,HVID-5GA7IK,GID-FMJ099,0,6
908,HVID-4GZBQP,GID-2ZL87D,4,7
909,HVID-SC621I,GID-Q46VE0,2,7
910,HVID-A1YMIG,GID-DH3YAO,7,6
911,HVID-97W46N,GID-ZRWSWM,8,8
912,HVID-WTN1GA,GID-L5UF2D,0,8
913,HVID-N8Z300,GID-2M02HP,7,6
914,HVID-F9TCWY,GID-ODVHJY,2,7
915,HVID-3APCQS,GID-YQB4D6,9,6
916,HVID-MOJIW5,GID-Z50FOT,1,7
917,HVID-KME0DM,GID-PR9BJN,7,9
918,HVID-ROVQ9P,GID-2NFD3T,4,9
919,HVID-TLX8AU,GID-D8U3KG,8,8
920,HVID-25BA4L,GID-TBO50J,1,1
921,HVID-NZ2EAE,GID-6IHWCV,2,2
922,HVID-NS08BP,GID-D8UGFS,1,4
923,HVID-B4OKXB,GID-LRXMNH,9,7
924,HVID-ACNEVG,GID-IG9NCO,4,8
925,HVID-KHGFZR,GID-1GETCM,4,4
926,HVID-UARECN,GID-DSBS9P,7,7
927,HVID-T9EATA,GID-Q9KANC,0,7
928,HVID-IGU0IH,GID-DK2FZU,9,8
929,HVID-NPDWV4,GID-NO8PEG,9,1
930,HVID-9HLZ1M,GID-CMWT92,2,2
931,HVID-1G9QHN,GID-7441LX,8,7
932,HVID-ZV7M2G,GID-5E4BON,3,7
933,HVID-FCXJ7D,GID-KNFQJU,0,1
934,HVID-WLU1A0,GID-43OTY6,5,7
935,HVID-ROF3WA,GID-OBV7EI,5,9
936,HVID-HVWFGY,GID-R5TYUM,6,8
937,HVID-P0ZUPP,GID-XSOQ5U,9,8
938,HVID-CF7U2H,GID-M0QVYX,4,7
939,HVID-6OW3PI,GID-OX3ABV,8,0
940,HVID-TE67L1,GID-FRMV87,1,7
941,HVID-4LQQB0,GID-2PP70V,9,5
942,HVID-I1QBAE,GID-KAL0TR,6,9
943,HVID-AFGGFM,GID-08YY24,8,7
944,HVID-2P7QC3,GID-8HEIWL,8,8
945,HVID-966LNR,GID-MRG94U,4,4
946,HVID-ZMFTKU,GID-QVC195,7,8
947,HVID-27RKK4,GID-QPN3C1,7,2
948,HVID-E3XCT9,GID-1IFBAK,1,9
949,HVID-EMPRXN,GID-WEXXY8,8,6
950,HVID-ZS9SW8,GID-B9IJI6,8,8
951,HVID-67UOBX,GID-5FN34N,5,8
952,HVID-BM8B7D,GID-450IRB,3,8
953,HVID-VPM28I,GID-PSG6TN,6,9
954,HVID-E8ALEF,GID-XCCN6M,6,6
955,HVID-DO0OO0,GID-SBQ1XB,1,8
956,HVID-V3CBTI,GID-W2UBQE,2,9
957,HVID-2VF2X7,GID-DNPSWW,2,8
958,HVID-ZELMTB,GID-M9KCZX,9,8
959,HVID-NPH3LR,GID-ZEY19K,7,4
960,HVID-W0OMBI,GID-WMNRUW,7,8
961,HVID-ZR95U4,GID-9T6A0O,8,4
962,HVID-Y9V9MX,GID-21HL4L,8,8
963,HVID-NUFJVM,GID-KCES30,2,9
964,HVID-NJ5XQP,GID-6ZBWJQ,7,7
965,HVID-82SEC0,GID-A4J4K2,6,2
966,HVID-SOTLW6,GID-RNONWS,5,3
967,HVID-KZIZ3A,GID-96RVDZ,8,7
968,HVID-ENF5LD,GID-PRW26O,7,5
969,HVID-14FEUK,GID-L5JX1C,2,1
970,HVID-ZSPGP9,GID-ZZJ169,3,9
971,HVID-ZFK089,GID-PGXFOS,2,1
972,HVID-0YUZ39,GID-BL4IKQ,6,9
973,HVID-ABVHF1,GID-LYSOV4,5,1
974,HVID-1BUB57,GID-A5ZX2M,6,9
975,HVID-N0CTYZ,GID-3TES5Q,0,7
976,HVID-ANOFLW,GID-PBS5F4,1,9
977,HVID-YJ7Q03,GID-LNQGY6,2,6
978,HVID-QPA7RF,GID-4W8AAV,5,6
979,HVID-8EHOBR,GID-OI7YXX,5,9
980,HVID-12AAWI,GID-3KETCU,8,9
981,HVID-9GI3G3,GID-XRG3ET,8,8
982,HVID-H5ZUE5,GID-SQ8W8F,3,5
983,HVID-CI3K2N,GID-9V6E59,6,8
984,HVID-VVIK6W,GID-S4A4NM,8,8
985,HVID-MOLU52,GID-Y62URU,6,9
986,HVID-LBMJDY,GID-EVMSIH,3,3
987,HVID-ZM6TUE,GID-NS17V5,0,0
988,HVID-T1GRFK,GID-X9LXS7,0,7
989,HVID-O6GETL,GID-20Y45U,2,8
990,HVID-EBWJ10,GID-WTF22J,9,8
991,HVID-BOV5Z5,GID-PL1F2K,6,0
992,HVID-1S5R5X,GID-XOYNYC,6,0
993,HVID-OAWPDI,GID-TR9FY2,3,5
994,HVID-YJ5GD3,GID-MD9AQY,7,0
995,HVID-8WMTTC,GID-4T581U,1,9
996,HVID-CSNEXN,GID-VUSKJF,9,8
997,HVID-67A0IF,GID-7NK4ZQ,3,7
998,HVID-6BIF8G,GID-T853R1,4,8
999,HVID-8YHJZ8,GID-AR1CRV,6,2
1000,HVID-Q4N9BD,GID-M18RF1,7,7
1001,HVID-A3H7I3,GID-BB1JEW,7,9
1002,HVID-WEE9JO,GID-QHOTGN,1,8
1003,HVID-8HY4P9,GID-D3CQK9,6,5
1004,HVID-W98MYW,GID-YJGN33,8,3
1005,HVID-X005QN,GID-M6VP43,3,7
1006,HVID-XGNEMX,GID-2W0LQC,2,7
1007,HVID-DTAXEO,GID-VB051J,7,2
1008,HVID-BZWYQ5,GID-8FD89K,6,7
1009,HVID-0RGP2W,GID-F19XFX,6,6
1010,HVID-VTQX1F,GID-8JEPYI,9,9
1011,HVID-0QOHAO,GID-HQG30G,7,7
1012,HVID-RCTVFJ,GID-G7I3YB,2,9
1013,HVID-GK4WB5,GID-4F0MMR,6,7
1014,HVID-A8IH5A,GID-7UCGBW,8,1
1015,HVID-YUTLBH,GID-2J4G6V,5,9
1016,HVID-QJ1B7F,GID-GRYDQX,6,6
1017,HVID-9WNG3U,GID-R5ZS6O,9,8
1018,HVID-U0XR0N,GID-5KY35T,8,9
1019,HVID-2S4IZZ,GID-1UA4I1,0,7
1020,HVID-KA4FOJ,GID-F2MIWI,3,9
1021,HVID-XZZDCU,GID-LBP09Z,7,9
1022,HVID-X3ZX6N,GID-I5JWQD,3,7
1023,HVID-XJ2QII,GID-2DQ5JU,1,7
1024,HVID-LUCNUC,GID-BZOUSS,2,8
1025,HVID-WO3VP3,GID-OJCFZZ,7,7
1026,HVID-VTPFSH,GID-Q7G747,0,8
1027,HVID-WRE5GZ,GID-3EPC27,7,9
1028,HVID-5N8UUH,GID-DRQF2O,7,7
1029,HVID-BCDF8K,GID-WGNDVK,6,7
1030,HVID-CQ6G43,GID-RNZIYJ,6,6
1031,HVID-6RNEYD,GID-ANRLVA,6,7
1032,HVID-BOJC30,GID-6YMQF0,1,0
1033,HVID-OEUYW3,GID-272OM2,1,7
1034,HVID-XPYJHL,GID-9I9TDZ,0,3
1035,HVID-S58DZG,GID-RVYUXM,9,7
1036,HVID-48E5XI,GID-GI0GU6,6,8
1037,HVID-V2SLHT,GID-0PCVCV,0,7
1038,HVID-KKF8PE,GID-HWF3OH,8,0
1039,HVID-1AP3C4,GID-23A0K7,1,9
1040,HVID-YS8HS5,GID-HYTO9E,6,8
1041,HVID-7LCG37,GID-C5Q89V,2,6
1042,HVID-GFH6SQ,GID-D0L2E4,0,8
1043,HVID-MUYJUS,GID-9YJMBW,8,7
1044,HVID-G4N592,GID-APLNV5,4,7
1045,HVID-2H9RGC,GID-PJJICP,7,9
